Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.38557815551758,35.250704510369104,26.767999775913133,28.908796765471156,855215656
1,2007-10-08,30.72766876220703,33.48012071257007,30.534513396740614,33.48012071257007,126671715
2,2007-10-09,32.8201789855957,33.109909879074095,29.08585756305142,30.743766243977518,116725709
3,2007-10-10,33.12599182128906,33.802033183580555,32.836261056413925,33.673262256712725,67931378
4,2007-10-11,36.82814025878906,38.63091684391881,32.83628062724405,38.63091684391881,106320954
5,2007-10-12,36.586692810058594,37.95487064587003,35.733594562180855,36.05551875884237,99410791
6,2007-10-15,37.06957244873047,37.56855748378243,36.74764830987459,37.34320884003308,41814972
7,2007-10-16,40.8521842956543,41.49603699041757,36.86032553292788,37.117863117732455,138614496
8,2007-10-17,44.03923416137695,45.06938880023695,34.156159031125945,36.69936107341818,204876259
9,2007-10-18,42.49401092529297,48.111590991993836,40.67513973502415,44.74748073853365,146617799
10,2007-10-19,42.34912872314453,44.07142361339064,40.24052314796228,41.52821960924905,110266491
11,2007-10-22,41.7857551574707,43.089545879409556,40.40147905258388,41.496024371081475,72253405
12,2007-10-23,44.76355743408203,45.16596255887084,42.81591401027917,42.81591401027917,74594921
13,2007-10-24,44.07142639160156,46.1961265599384,43.57244136157235,45.713235990139744,63055170
14,2007-10-25,43.9748420715332,45.0050009475827,38.84015088263432,42.574471350344865,34522489
15,2007-10-26,45.294742584228516,46.019071988891504,43.540254057494366,44.74746973193268,62370025
16,2007-10-29,46.212223052978516,47.322863116257366,45.80981786575801,46.03516651715179,43657697
17,2007-10-30,47.242366790771484,48.513964151062815,45.45568571787262,46.839961733772775,79921711
18,2007-10-31,48.224239349365234,49.28659145109542,47.322853656722835,47.48381569943575,44655368
19,2007-11-01,47.14579391479492,49.7855732248209,46.759487622891704,49.41536139102304,50632492
20,2007-11-02,47.99890899658203,48.28864427674896,45.069397831864485,45.439614163994115,32001693
21,2007-11-05,48.980770111083984,50.05921685301193,47.67697472467834,47.966709943685544,38833135
22,2007-11-06,49.624610900878906,52.76337079112563,48.94856943585847,49.8338606869537,81880281
23,2007-11-07,48.90029525756836,51.25034002932942,47.80575391683548,50.542109451855744,33593141
24,2007-11-08,48.06329345703125,49.36708906093631,47.00094536470238,47.644793751902014,27990521
25,2007-11-12,49.22220993041992,50.09140679667139,45.343021683779455,46.61462369804081,35153735
26,2007-11-13,50.3972282409668,51.41128826324232,48.46568367801341,50.05920968899994,43830531
27,2007-11-14,49.7373046875,51.990774209303176,49.47976269375365,51.28253918447152,36738579
28,2007-11-15,50.574310302734375,51.45960193168666,49.624632081489395,50.670885824796635,29242252
29,2007-11-16,50.22018051147461,51.3630094977053,49.6407144215067,50.34894929823112,18895294
30,2007-11-19,52.03904724121094,53.92230425330356,50.976699370992236,51.363005702719306,40716718
31,2007-11-20,51.23424530029297,53.278464709683135,50.606491404856826,51.829805904562306,26342171
32,2007-11-21,47.242366790771484,51.845878896287,46.09953380907056,51.54005367279257,26814499
33,2007-11-22,45.61665725708008,48.64274741010353,43.63682483689468,46.74339165173236,34096185
34,2007-11-23,48.64274978637695,48.93248062873772,45.906390327885084,48.61055650025344,27664090
35,2007-11-26,49.029075622558594,50.44554147802842,48.64276913454528,50.44554147802842,20159123
36,2007-11-27,47.82183074951172,49.866049415923996,47.32285020009887,49.866049415923996,20573198
37,2007-11-28,47.11362075805664,49.093458269504325,46.791696527431235,48.868109561515816,16435311
38,2007-11-29,45.842010498046875,48.54617244419898,45.246449956207414,48.288634874613315,25530967
39,2007-11-30,47.61259078979492,47.902321631919094,46.0351634347852,46.67901169122798,18437721
40,2007-12-03,48.288631439208984,48.884191938678406,47.82183971537137,48.1920515827036,16851227
41,2007-12-04,47.660888671875,49.01297204450488,47.30677118224562,48.61056679864794,14008727
42,2007-12-05,49.56023025512695,49.73729114631763,47.644784302908285,47.74135979528469,27725290
43,2007-12-06,48.64274978637695,51.39519933836742,48.01499598928242,50.63867676315426,24104710
44,2007-12-07,48.43349075317383,49.64070611393838,47.56429831324835,48.948570180375036,11742386
45,2007-12-10,48.48179244995117,49.07734865262381,47.854038591639736,48.90029211124154,8330010
46,2007-12-11,48.25645446777344,49.19003386468862,48.0150112944483,48.9163973949781,11685950
47,2007-12-12,48.224239349365234,48.658837737965094,47.322853656722835,47.64477774214867,16342131
48,2007-12-13,47.41944122314453,48.93248655687527,47.24238467757807,48.288638221904904,14620172
49,2007-12-14,46.95262908935547,47.693056973572546,46.711186068357875,47.25845866250206,10991851
50,2007-12-17,44.11971664428711,47.4838257990707,43.4597695089709,47.22628385612689,19355678
51,2007-12-18,43.92656326293945,45.391316482791034,42.558385547069484,43.62073355637107,21607783
52,2007-12-19,43.12174987792969,45.72933633634023,42.75153798294486,45.34302561421434,19526912
53,2007-12-20,42.68714904785156,44.039232134188076,42.49399369746414,43.68511471954037,17105204
54,2007-12-24,43.990943908691406,44.68307990419135,42.97687942180443,43.33099683259231,16711519
55,2007-12-26,45.32693099975586,45.87420379318257,44.23238977927809,44.23238977927809,20930094
56,2007-12-27,45.64885711669922,46.90436046401697,45.26254637919721,46.26051214576419,44565277
57,2007-12-28,46.002967834472656,46.19612317496375,45.06938441649492,45.55227058453504,18354518
58,2007-12-31,46.34098815917969,46.61462453803237,45.777620941814014,46.35708698521536,11982308
59,2008-01-01,47.19407653808594,47.6286748899303,46.14782334893722,46.58242170078159,16687746
60,2008-01-02,46.936546325683594,47.548201257956606,46.244410366364775,47.19408386568007,13437280
61,2008-01-03,48.86810302734375,49.06125841316748,46.083459678045074,46.646827006311476,31815218
62,2008-01-04,48.610572814941406,50.22019399758415,48.28864857841286,49.57634552452705,28011310
63,2008-01-07,48.20816421508789,49.31880013516213,47.693084598670445,48.30473973287639,15858063
64,2008-01-08,46.56633758544922,48.93248081194273,46.00297035849245,48.25643926631952,13282666
65,2008-01-09,45.82591247558594,46.82387821641032,45.713238149522965,46.61462839165095,13113527
66,2008-01-10,44.73137283325195,47.32286495972949,44.42554313250042,46.035168310461415,18023003
67,2008-01-11,45.407413482666016,45.84201196583568,43.6207317999409,45.34302690502021,11629440
68,2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
69,2008-01-15,44.69916915893555,47.03311879349516,44.32895733155624,46.83996783407979,11558334
70,2008-01-16,43.78169250488281,44.74746494103277,42.67105682313576,44.37725304711709,14834065
71,2008-01-17,44.95671463012695,45.9546802542309,43.00907112561959,43.94265018053933,16169395
72,2008-01-18,42.86421585083008,44.63479880191813,42.493999558865376,44.58650668287853,13254156
73,2008-01-21,35.5726203918457,42.493988271217304,30.98519996302824,42.493988271217304,33202389
74,2008-01-22,31.999265670776367,33.80204163201204,25.415915611941518,32.06365005870885,58755707
75,2008-01-23,35.5726203918457,36.94079776334939,32.51434156142569,32.51434156142569,28425991
76,2008-01-24,35.653114318847656,38.1802201930335,33.96301224817499,37.488084027842845,29911930
77,2008-01-25,37.48807907104492,37.66513561324904,35.97503376604724,37.343211451877266,12550722
78,2008-01-28,37.890480041503906,38.180210881108884,33.96300396480187,36.97299541077532,13601109
79,2008-01-29,37.262733459472656,38.53433574745335,36.69936613099093,37.98706288180631,7679877
80,2008-01-30,35.202423095703125,37.50418039756425,34.73563122971918,37.34321828741485,9016102
81,2008-01-31,32.90065383911133,35.66920218469349,32.51434532612463,35.57262451064989,41538563
82,2008-02-01,34.04349136352539,34.28493450275073,33.15819985303248,33.46402739274695,9089201
83,2008-02-04,35.79796600341797,36.21646774418762,34.68732836370468,34.68732836370468,12009385
84,2008-02-05,36.90861511230469,37.39150138251176,35.08974436779992,35.86236152685602,14593303
85,2008-02-06,36.586692810058594,37.021291348826914,34.54247547117089,35.89455666051161,12429218
86,2008-02-07,34.864383697509766,37.32710398378537,34.639037299708725,36.0876955210989,11300078
87,2008-02-08,33.963008880615234,35.379474364217735,33.33525499863039,35.08974348267705,13514197
88,2008-02-11,31.564674377441406,34.44589767576748,31.226653535288204,34.44589767576748,15133331
89,2008-02-12,31.00130844116211,32.72360383971295,30.743768636258952,32.514353976272545,10237627
90,2008-02-13,30.55061149597168,31.95098032113531,29.922859803092262,31.54857510990645,10395753
91,2008-02-14,33.22257614135742,33.56059689037388,31.226644931236464,31.226644931236464,12514003
92,2008-02-15,34.172264099121094,34.44590056169174,32.20852546737356,33.09381707979955,12080990
93,2008-02-18,33.97909927368164,34.9448738572715,33.68936842683611,34.9448738572715,6977153
94,2008-02-19,33.60889434814453,34.67124464505613,33.35135455144048,34.59076359503538,7226542
95,2008-02-20,32.77187728881836,33.303053313851784,32.401665481857414,33.286956673725804,5604999
96,2008-02-21,32.99722671508789,33.56059385137171,32.5948216177423,33.30305415243306,3874365
97,2008-02-22,32.5787239074707,32.78797367794463,31.564661785544676,31.90268249285335,2691220
98,2008-02-25,32.85236740112305,33.25477259973796,32.0636536484754,32.9650417300104,6270186
99,2008-02-26,32.98114013671875,33.44792975541424,32.82017804867286,33.158198870206846,7139423
100,2008-02-27,34.91267395019531,36.634966427736536,33.46401562429973,33.46401562429973,43223132
101,2008-02-28,35.894554138183594,36.168190559392585,34.76781952904449,35.25070579010411,35763847
102,2008-02-29,35.37946701049805,36.3774326095981,34.80000536785937,35.66920001500495,16477462
103,2008-03-03,33.89862060546875,35.02535733440629,33.51231205499217,33.83423621092064,10049153
104,2008-03-04,33.029415130615234,34.25272696383707,32.19241390602244,34.123958216418856,11485198
105,2008-03-05,33.641082763671875,33.80204484037485,32.22461517877303,33.190387638990835,8581053
106,2008-03-07,31.918798446655273,33.158207729014215,30.582811449028718,33.158207729014215,14251925
107,2008-03-10,31.805543899536133,32.03203253306133,29.977454407346524,31.967321808376038,11713659
108,2008-03-11,34.42634201049805,34.74989778221973,30.802517806065786,31.546694325623253,19665129
109,2008-03-12,33.552738189697266,35.591139767069336,33.22918245342401,35.36465119052861,12262350
110,2008-03-13,28.942073822021484,33.00270193707412,28.149362513400096,32.679146121779404,47000084
111,2008-03-14,30.93193817138672,31.061359597915363,29.152381488226705,29.75095832873786,35798540
112,2008-03-17,29.718610763549805,30.349544199941597,29.08767732715801,30.349544199941597,19211273
113,2008-03-18,29.977449417114258,30.559850230838528,29.18473604035605,29.670069686084116,12632937
114,2008-03-19,30.155406951904297,33.58509689399701,29.961272606732628,31.38491715714801,16449023
115,2008-03-24,30.44661521911621,31.287861369639153,29.783325238233164,31.287861369639153,11636914
116,2008-03-25,31.595232009887695,31.78936417481396,30.673097095164987,31.239319749476387,13232423
117,2008-03-26,31.40109634399414,32.1614533258438,31.06136232669423,31.38491811569355,11448313
118,2008-03-27,31.967313766479492,32.27469347135162,30.931935849220878,30.931935849220878,17425122
119,2008-03-28,32.03203201293945,32.27470106651228,31.190788217183677,32.11292096604597,11599511
120,2008-03-31,31.805543899536133,32.177634406419905,31.38492089770171,32.03203253306133,9914705
121,2008-04-01,31.87024688720703,32.323226238542745,31.465802213292708,32.032024756772756,6034588
122,2008-04-02,32.387943267822266,33.326256410961086,32.03203100762251,32.03203100762251,6087024
123,2008-04-03,32.129093170166016,32.61442679778772,31.870248129917197,32.468827148351785,3883474
124,2008-04-04,31.967313766479492,32.33940417975789,31.35255874524078,32.33940417975789,5906537
125,2008-04-07,31.837892532348633,32.16144827048927,31.46580211693523,32.01584862717654,4088729
126,2008-04-08,31.029010772705078,31.854078545519794,30.80252213948718,31.789365626668978,5753811
127,2008-04-09,31.10990333557129,31.384924495574733,30.753991017621452,31.12608156716057,3776374
128,2008-04-10,31.724653244018555,31.951141865399283,30.948120200926567,31.06136341449033,7075297
129,2008-04-11,31.87024688720703,32.19380262633849,31.54669114807557,32.032024756772756,4012660
130,2008-04-15,32.35558319091797,32.517361062987504,31.12607092433895,31.6761152505248,6362785
131,2008-04-16,31.918790817260742,32.90563654652949,31.7893671675391,32.67914790233341,4725794
132,2008-04-17,33.14830017089844,33.90865498716184,32.04820913027328,32.40412138929237,14831167
